=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;170.0;321.0;177.0;40.29316;8.058633;328.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;175.0;347.0;160.0;35.36895;7.07379;332.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;170.0;357.0;160.0;36.221188;7.244237;347.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;172.0;320.0;149.0;34.103188;6.8206387;297.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;159.0;358.0;177.0;38.35201;7.670401;376.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;167.0;343.0;182.0;29.71998;5.9439964;358.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;162.0;299.0;167.0;34.333763;6.8667526;304.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;177.0;322.0;163.0;35.034843;7.0069695;308.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;153.0;316.0;157.0;31.673712;6.3347425;320.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;156.0;314.0;156.0;32.208355;6.4416685;314.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;168.0;319.0;172.0;39.816456;7.963292;323.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;175.0;347.0;160.0;35.36895;7.07379;332.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;166.0;352.0;159.0;35.46499;7.0929966;345.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;169.0;314.0;148.0;33.71686;6.7433734;293.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;159.0;358.0;177.0;38.35201;7.670401;376.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;163.0;338.0;179.0;29.202059;5.840412;354.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;159.0;294.0;165.0;33.46638;6.693276;300.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;175.0;317.0;162.0;34.23556;6.8471127;304.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;151.0;312.0;154.0;31.447905;6.2895813;315.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;156.0;310.0;154.0;32.208355;6.4416685;308.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
1;7;HIGHEST_EXPECTED_VALUE;[(231042487,0.4269),(232028286,0.3598),(231041890,0.2139),(232030302,0.1644),(231042122,0.1420),(232028015,0.1211),(231042349,0.1066),(231039844,0.0770),(231045174,0.0965),(231045218,0.0792),(231043216,0.0725),(232031263,0.0552),(231041657,0.0414),(231043314,0.0383),(231043104,0.0372),(232028067,0.0397),(231043596,0.0286),(231041329,0.0310),(232028563,0.0358),(231045009,0.0301),(232027711,0.0248),(231042775,0.0224),(231043887,0.0263),(231044424,0.0270),(232029274,0.0239),(231039645,0.0131),(231042076,0.0145),(231042029,0.0155),(231041306,0.0123),(232028017,0.0100),(231042298,0.0095),(232029666,0.0091),(231042007,0.0069),(232028501,0.0073),(231045152,0.0078),(233080125,0.0074),(231041290,0.0035),(231040685,0.0033),(231042269,0.0030),(232027607,0.0023),(239016105,0.0020),(232030955,0.0013),(248019583,0.0010),(297103625,0.0009),(231043516,0.0011),(242002737,0.0004),(232031667,0.0000),(232032598,0.0000),(232030538,0.0000),(232031333,0.0000)];[(231042487,0.4269),(232028286,0.3598),(231041890,0.2139),(232030302,0.1644),(231042122,0.1420)]
1;8;HIGHEST_EXPECTED_VALUE;[(231042642,0.3983),(231044528,0.1655),(231041084,0.1187),(231040219,0.1023),(231039760,0.1025),(232031892,0.0571),(231044179,0.0515),(231041514,0.0600),(232028495,0.0504),(231041082,0.0435),(232027781,0.0410),(231042211,0.0325),(231041943,0.0317),(231044931,0.0367),(231040047,0.0301),(231043433,0.0221),(231041826,0.0291),(232028635,0.0271),(232028497,0.0241),(231041531,0.0226),(232029485,0.0214),(231044782,0.0128),(231039735,0.0166),(231043651,0.0182),(231039898,0.0156),(400000742,0.0168),(231040021,0.0188),(231040243,0.0144),(232028774,0.0101),(231040529,0.0094),(232030878,0.0087),(232028141,0.0077),(232030705,0.0081),(232029777,0.0062),(232029975,0.0076),(231039946,0.0069),(232032020,0.0070),(232030409,0.0057),(227001012,0.0060),(231041672,0.0051),(232029999,0.0052),(231043019,0.0043),(231042269,0.0031),(231045068,0.0024),(231043041,0.0012),(232029055,0.0011),(232030701,0.0011),(231044256,0.0000),(232031688,0.0000),(232030772,0.0000)];[(231042642,0.3983),(231044528,0.1655),(231041084,0.1187),(231040219,0.1023),(231039760,0.1025)]
1;9;HIGHEST_EXPECTED_VALUE;[(231039763,0.4392),(231042479,0.5375),(231040522,0.4520),(231040003,0.3639),(231042204,0.3216),(231040744,0.1476),(231040944,0.1163),(249109348,0.0983),(232028780,0.0812),(231041530,0.0990),(231042890,0.0607),(231040054,0.0644),(231042183,0.0682),(231044179,0.0442),(231044075,0.0433),(231042470,0.0385),(297102602,0.0291),(239015287,0.0273),(231040771,0.0336),(231044838,0.0248),(231041447,0.0224),(232028912,0.0205),(232029033,0.0214),(231043240,0.0202),(231044016,0.0152),(231041377,0.0143),(231040178,0.0178),(231040250,0.0165),(231044853,0.0140),(232030776,0.0093),(231045289,0.0116),(232027876,0.0113),(232028310,0.0118),(231040403,0.0118),(232029168,0.0082),(261001887,0.0080),(231040212,0.0040),(242108079,0.0043),(232032438,0.0039),(242003768,0.0037),(242108313,0.0029),(232029460,0.0029),(232030205,0.0011),(231039994,0.0012),(232028908,0.0007),(232028270,0.0007),(400000334,0.0006),(232029468,0.0000),(232032224,0.0000)];[(231039763,0.4392),(231042479,0.5375),(231040522,0.4520),(231040003,0.3639),(231042204,0.3216)]
2;0;HIGHEST_EXPECTED_VALUE;[(231042145,0.4049),(231041950,0.1058),(231040339,0.0981),(231040447,0.0948),(231039916,0.0865),(231042291,0.0827),(232029703,0.0602),(231044735,0.0777),(231041375,0.0495),(231040550,0.0565),(231044138,0.0466),(231040573,0.0513),(231043314,0.0395),(231040724,0.0499),(231041907,0.0434),(261001902,0.0339),(231042941,0.0225),(231042849,0.0213),(231044346,0.0218),(232029426,0.0288),(232028597,0.0195),(231044337,0.0208),(231040649,0.0204),(231043643,0.0160),(232028907,0.0185),(232030733,0.0149),(231044158,0.0138),(231040250,0.0167),(231040907,0.0133),(242002333,0.0101),(231042896,0.0114),(231045464,0.0108),(231040955,0.0119),(231042251,0.0082),(232030705,0.0059),(232027441,0.0064),(232027839,0.0061),(231039962,0.0057),(232027706,0.0040),(400005286,0.0030),(231045068,0.0031),(232031934,0.0021),(232028341,0.0014),(242003105,0.0007),(291036715,0.0006),(231039865,0.0000),(400009682,0.0000),(232032743,0.0000),(231042249,0.0000),(232031537,0.0000)];[(231042145,0.4049),(231041950,0.1058),(231040339,0.0981),(231040447,0.0948),(231039916,0.0865)]
2;1;HIGHEST_EXPECTED_VALUE;[(231040254,0.5349),(231039720,0.4769),(231043449,0.2140),(231039683,0.1392),(232029174,0.1122),(231045169,0.0813),(231041006,0.1002),(231041159,0.0705),(231041934,0.0592),(231041796,0.0440),(232028379,0.0465),(231044976,0.0345),(231042360,0.0388),(231045076,0.0300),(231041752,0.0344),(231040829,0.0340),(400007519,0.0284),(231044482,0.0216),(232030254,0.0292),(231041321,0.0245),(231043105,0.0258),(231041188,0.0284),(232030936,0.0176),(231041087,0.0194),(297103908,0.0170),(231041034,0.0155),(231042305,0.0141),(231039735,0.0155),(231040139,0.0179),(232032003,0.0103),(242109583,0.0120),(232028793,0.0062),(231043439,0.0062),(231042027,0.0073),(232030278,0.0080),(232031048,0.0039),(232027590,0.0042),(231044430,0.0038),(231040235,0.0030),(232030270,0.0031),(232027476,0.0037),(232028104,0.0036),(232032163,0.0028),(232028838,0.0031),(231044659,0.0023),(231045228,0.0016),(232027544,0.0011),(231040088,0.0007),(232031557,0.0000),(232027615,0.0000)];[(231040254,0.5349),(231039720,0.4769),(231043449,0.2140),(231039683,0.1392),(232029174,0.1122)]
2;2;HIGHEST_EXPECTED_VALUE;[(231040416,0.5713),(231043214,0.3929),(231042223,0.1957),(232028020,0.1691),(227001112,0.1587),(231040811,0.0791),(231039874,0.0953),(231041419,0.0592),(231040550,0.0648),(239016911,0.0527),(231041022,0.0476),(231043770,0.0550),(232030758,0.0374),(232031330,0.0486),(297102727,0.0313),(231042398,0.0316),(232028124,0.0272),(231040297,0.0237),(231044454,0.0197),(231043114,0.0225),(232027974,0.0205),(231042278,0.0228),(232030559,0.0198),(232031523,0.0165),(232030244,0.0178),(232028699,0.0151),(232027837,0.0128),(232028475,0.0157),(232028941,0.0167),(232027832,0.0149),(231040786,0.0121),(232027952,0.0093),(232029613,0.0119),(232031218,0.0112),(232029255,0.0069),(232029557,0.0076),(232032351,0.0064),(232030505,0.0071),(232029607,0.0052),(232028768,0.0048),(261001884,0.0054),(232030118,0.0042),(400007168,0.0045),(231044757,0.0028),(232027476,0.0026),(231041237,0.0029),(231042793,0.0020),(232029739,0.0014),(232030236,0.0008),(232028014,0.0004)];[(231040416,0.5713),(231043214,0.3929),(231042223,0.1957),(232028020,0.1691),(227001112,0.1587)]
2;3;HIGHEST_EXPECTED_VALUE;[(231041273,0.4386),(232030514,0.2659),(231042587,0.2131),(231040623,0.1683),(231040356,0.1454),(232030745,0.1000),(231041351,0.0946),(232028276,0.0881),(232028825,0.0752),(231042611,0.0840),(231044716,0.0566),(231043216,0.0727),(231041675,0.0478),(231041606,0.0576),(232028460,0.0446),(231041145,0.0358),(232028328,0.0440),(231043897,0.0320),(231041462,0.0208),(235813941,0.0258),(231045322,0.0223),(231041002,0.0250),(231041587,0.0233),(231044628,0.0159),(231043714,0.0162),(232031319,0.0160),(231044920,0.0165),(400001815,0.0131),(232028297,0.0144),(232029096,0.0138),(232031291,0.0091),(231040759,0.0085),(231040314,0.0092),(231040315,0.0059),(231042789,0.0082),(231044191,0.0073),(232030171,0.0065),(231041417,0.0048),(232031415,0.0044),(231043045,0.0045),(231044710,0.0027),(232028193,0.0035),(231039800,0.0031),(232029081,0.0019),(232028192,0.0010),(232027662,0.0008),(232030170,0.0002),(232030439,0.0000),(232028980,0.0000),(232028833,0.0000)];[(231041273,0.4386),(232030514,0.2659),(231042587,0.2131),(231040623,0.1683),(231040356,0.1454)]
2;4;HIGHEST_EXPECTED_VALUE;[(231040135,0.5481),(232029795,0.1967),(231044122,0.1977),(231039850,0.1547),(231041594,0.1182),(232032762,0.1093),(231040255,0.0923),(231039968,0.0918),(232029268,0.0790),(231040370,0.0653),(232029841,0.0611),(231043282,0.0675),(232031901,0.0507),(231045310,0.0582),(231044107,0.0457),(231039753,0.0343),(231042402,0.0387),(231042783,0.0229),(231043631,0.0197),(231044196,0.0208),(232028601,0.0266),(231042336,0.0227),(232028694,0.0231),(231041079,0.0165),(231042354,0.0156),(231041717,0.0158),(281000770,0.0173),(227000834,0.0136),(231043959,0.0153),(232027487,0.0149),(232028966,0.0094),(231039893,0.0085),(232031476,0.0118),(232029856,0.0078),(231041248,0.0071),(232029675,0.0072),(231040153,0.0076),(232030217,0.0072),(232029294,0.0067),(232028418,0.0059),(248016479,0.0048),(232032024,0.0056),(232032579,0.0041),(232029523,0.0035),(232027475,0.0037),(232029147,0.0026),(235813383,0.0011),(232029762,0.0007),(281000673,0.0000),(232028876,0.0000)];[(231040135,0.5481),(232029795,0.1967),(231044122,0.1977),(231039850,0.1547),(231041594,0.1182)]
2;5;HIGHEST_EXPECTED_VALUE;[(231042001,0.2092),(231040004,0.1290),(232028279,0.1184),(231043758,0.0911),(231041410,0.0852),(231039760,0.1007),(231045273,0.1003),(232027691,0.0967),(232028404,0.0876),(231042099,0.0660),(232030113,0.0685),(231041561,0.0710),(231041375,0.0496),(231043933,0.0582),(231040048,0.0509),(232029732,0.0440),(232031240,0.0476),(231042412,0.0462),(231045542,0.0361),(232030176,0.0366),(231045739,0.0368),(231043231,0.0216),(232030005,0.0215),(231042779,0.0274),(231044723,0.0263),(231040552,0.0231),(231042862,0.0276),(244074913,0.0175),(232029207,0.0149),(232030050,0.0128),(232028950,0.0133),(231042889,0.0170),(231045839,0.0112),(232027589,0.0116),(232028101,0.0075),(231041586,0.0060),(231044103,0.0061),(231040612,0.0059),(231043993,0.0043),(232031861,0.0050),(231040890,0.0035),(231039905,0.0021),(232030949,0.0020),(232030279,0.0022),(232031630,0.0017),(400007834,0.0014),(232027548,0.0005),(232032767,0.0005),(232031541,0.0000),(232031725,0.0000)];[(231042001,0.2092),(231040004,0.1290),(232028279,0.1184),(231043758,0.0911),(231041410,0.0852)]
2;6;HIGHEST_EXPECTED_VALUE;[(231040033,0.4417),(231042325,0.4191),(231041892,0.1948),(232027446,0.1382),(231041543,0.1022),(231043337,0.0958),(231043396,0.0940),(232028933,0.0722),(231043242,0.0767),(231042291,0.0703),(232032455,0.0746),(231042439,0.0579),(231041661,0.0496),(232030238,0.0417),(231042077,0.0412),(231040577,0.0370),(232031775,0.0315),(231041162,0.0380),(231039659,0.0377),(231040410,0.0321),(232031859,0.0269),(232029437,0.0261),(232027831,0.0321),(231044817,0.0269),(231044221,0.0199),(231043375,0.0284),(232032530,0.0228),(232029654,0.0276),(232030438,0.0183),(231041075,0.0157),(231043513,0.0150),(231042023,0.0135),(232031042,0.0146),(231041782,0.0129),(231039958,0.0163),(232027720,0.0136),(400001686,0.0117),(244075690,0.0112),(231043910,0.0123),(400000519,0.0099),(232028101,0.0081),(232027883,0.0068),(231042408,0.0054),(232029037,0.0048),(232032330,0.0040),(231042387,0.0040),(400007072,0.0033),(232031832,0.0017),(232032321,0.0015),(232029076,0.0007)];[(231040033,0.4417),(231042325,0.4191),(231041892,0.1948),(232027446,0.1382),(231041543,0.1022)]
2;7;HIGHEST_EXPECTED_VALUE;[(231041890,0.2785),(232030302,0.1582),(231042122,0.1201),(232028015,0.1135),(231042349,0.1028),(231039844,0.0912),(231045174,0.0808),(231043216,0.0755),(232031263,0.0578),(231041657,0.0523),(231043314,0.0505),(232028921,0.0308),(232028067,0.0368),(231043596,0.0374),(232028563,0.0307),(231045009,0.0322),(232027711,0.0222),(231042775,0.0198),(231043887,0.0287),(231044424,0.0271),(232029974,0.0204),(232029274,0.0236),(231045521,0.0183),(231039645,0.0142),(231042076,0.0183),(232032453,0.0146),(231042029,0.0154),(231041306,0.0180),(232028017,0.0084),(231042298,0.0090),(232029666,0.0064),(231042007,0.0077),(232028501,0.0066),(231045152,0.0058),(233080125,0.0062),(231041290,0.0048),(231040685,0.0039),(231042269,0.0035),(232027607,0.0026),(239016105,0.0017),(232032252,0.0019),(232030955,0.0014),(248019583,0.0011),(297103625,0.0011),(231043516,0.0010),(242002737,0.0003),(232031667,0.0000),(232032598,0.0000),(232030538,0.0000),(232031333,0.0000)];[(231041890,0.2785),(232030302,0.1582),(231042122,0.1201),(232028015,0.1135),(231042349,0.1028)]
2;8;HIGHEST_EXPECTED_VALUE;[(231042642,0.3983),(231044528,0.1655),(231041084,0.1187),(231040219,0.1023),(231039760,0.1025),(232031892,0.0571),(231044179,0.0515),(231041514,0.0600),(232028495,0.0504),(231041082,0.0435),(232027781,0.0410),(231042211,0.0325),(231041943,0.0317),(231044931,0.0367),(231040047,0.0301),(231043433,0.0221),(231041826,0.0291),(232028635,0.0271),(232028497,0.0241),(231041531,0.0226),(232029485,0.0214),(231044782,0.0128),(231039735,0.0166),(231043651,0.0182),(231039898,0.0156),(400000742,0.0168),(231040021,0.0188),(231040243,0.0144),(232028774,0.0101),(231040529,0.0094),(232030878,0.0087),(232028141,0.0077),(232030705,0.0081),(232029777,0.0062),(232029975,0.0076),(231039946,0.0069),(232032020,0.0070),(232030409,0.0057),(227001012,0.0060),(231041672,0.0051),(232029999,0.0052),(231043019,0.0043),(231042269,0.0031),(231045068,0.0024),(231043041,0.0012),(232029055,0.0011),(232030701,0.0011),(231044256,0.0000),(232031688,0.0000),(232030772,0.0000)];[(231042642,0.3983),(231044528,0.1655),(231041084,0.1187),(231040219,0.1023),(231039760,0.1025)]
