=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.4;163.0;337.0;162.0;31.275614;6.255122;336.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.4;152.0;304.0;178.0;29.69719;5.9394374;330.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.4;171.0;314.0;174.0;28.863392;5.772677;317.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.4;175.0;330.0;172.0;38.477654;7.6955333;327.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.4;169.0;335.0;160.0;32.343628;6.468726;326.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.4;171.0;326.0;188.0;38.640285;7.7280555;343.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.4;173.0;340.0;183.0;35.65728;7.131456;350.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.4;161.0;313.0;169.0;38.832195;7.766439;321.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.4;157.0;325.0;169.0;33.84789;6.769578;337.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.4;160.0;334.0;174.0;32.57312;6.5146246;348.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.4;159.0;331.0;159.0;29.927944;5.985588;331.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.4;151.0;300.0;177.0;29.431957;5.8863907;326.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.4;169.0;312.0;169.0;28.727728;5.7455444;312.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.4;175.0;330.0;172.0;38.477654;7.6955333;327.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;333.0;156.0;32.0318;6.4063606;323.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.4;168.0;323.0;183.0;38.02735;7.6054688;338.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.4;168.0;332.0;181.0;33.952316;6.7904634;345.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.4;157.0;308.0;166.0;37.767822;7.5535645;317.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.4;157.0;325.0;169.0;33.84789;6.769578;337.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.4;156.0;331.0;169.0;31.31864;6.2637286;344.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
1;7;HIGHEST_EXPECTED_VALUE;[(231042798,0.6085),(231044602,0.4324),(232029005,0.1423),(231041330,0.1913),(231042362,0.1932),(232028015,0.1226),(232029285,0.0605),(231039900,0.1072),(231043599,0.0569),(232028933,0.1197),(231039846,0.0583),(231040728,0.0434),(231043052,0.0608),(232030317,0.0432),(244070807,0.0411),(231040171,0.0480),(231044558,0.0213),(232029020,0.0434),(231042476,0.0377),(231040699,0.0280),(232029049,0.0282),(231040686,0.0191),(232030351,0.0308),(231039706,0.0155),(231042278,0.0294),(232030258,0.0267),(231042421,0.0211),(231042535,0.0132),(232028439,0.0196),(231041534,0.0190),(232027521,0.0113),(232028859,0.0188),(232028727,0.0154),(232027876,0.0100),(232027574,0.0098),(297103102,0.0111),(242002894,0.0035),(232027606,0.0072),(232028194,0.0033),(232032256,0.0049),(242109280,0.0031),(245018577,0.0021),(231043610,0.0023),(231040614,0.0019),(232027991,0.0022),(232029566,0.0007),(232032552,0.0004),(231040565,0.0000),(231040001,0.0000)];[(231042798,0.6085),(231044602,0.4324),(232029005,0.1423),(231041330,0.1913),(231042362,0.1932)]
1;8;HIGHEST_EXPECTED_VALUE;[(231041868,0.2938),(231040389,0.2692),(231040097,0.2488),(231045784,0.1978),(231043275,0.1491),(231042363,0.2010),(231039870,0.1926),(231040326,0.0980),(231040141,0.0980),(231042143,0.0450),(231043744,0.0385),(232029700,0.0455),(231041208,0.0345),(231045741,0.0308),(231044465,0.0412),(232027831,0.0255),(231042743,0.0166),(232027504,0.0271),(232027816,0.0147),(232029386,0.0144),(232030959,0.0112),(232030558,0.0133),(231040317,0.0144),(232029425,0.0121),(231042678,0.0201),(231041409,0.0117),(297102953,0.0089),(232030269,0.0086),(232031747,0.0097),(232029557,0.0048),(231041400,0.0054),(232027937,0.0059),(231043209,0.0061),(231044757,0.0039),(232027954,0.0029),(232028098,0.0028),(231045091,0.0015),(232029414,0.0012),(232029046,0.0013),(400008813,0.0008),(231045070,0.0005),(232027906,0.0006),(232031734,0.0003),(232028826,0.0004),(232027698,0.0002),(231039698,0.0000),(400004993,0.0000),(232027707,0.0000),(232032426,0.0000)];[(231041868,0.2938),(231040389,0.2692),(231040097,0.2488),(231045784,0.1978),(231043275,0.1491)]
1;9;HIGHEST_EXPECTED_VALUE;[(231044602,0.5585),(231041904,0.1203),(231041411,0.1621),(232030745,0.1230),(231040419,0.0552),(400000572,0.0668),(231043194,0.1033),(231043266,0.0745),(232029694,0.0467),(231042959,0.0439),(231041217,0.0478),(231041179,0.0418),(231040376,0.0229),(232027956,0.0190),(232031619,0.0268),(232029032,0.0297),(231042720,0.0320),(231042775,0.0320),(231042532,0.0179),(231040041,0.0102),(231039886,0.0158),(231045663,0.0131),(231041805,0.0086),(232032402,0.0155),(231044317,0.0105),(231045163,0.0124),(231041714,0.0064),(232028604,0.0066),(231040206,0.0050),(232030110,0.0058),(231042507,0.0067),(231043209,0.0031),(231040005,0.0045),(242108424,0.0062),(232031036,0.0029),(231042457,0.0042),(232030551,0.0024),(232028060,0.0044),(232030186,0.0020),(232031960,0.0022),(232030200,0.0016),(232029017,0.0010),(242003105,0.0010),(232027726,0.0006),(232028238,0.0000),(400010549,0.0000),(232030616,0.0000),(232032645,0.0000),(231044717,0.0000),(232031730,0.0000)];[(231044602,0.5585),(231041904,0.1203),(231041411,0.1621),(232030745,0.1230),(231040419,0.0552)]
2;0;HIGHEST_EXPECTED_VALUE;[(232029097,0.2925),(231045084,0.1199),(231040268,0.1105),(231040944,0.1357),(231043337,0.0554),(231040660,0.0994),(232028283,0.0922),(232029211,0.0917),(232028264,0.0755),(232031231,0.0428),(231040728,0.0572),(231040347,0.0725),(231042496,0.0603),(231040712,0.0451),(232031108,0.0327),(231045232,0.0331),(231041328,0.0546),(231040816,0.0513),(232031330,0.0380),(231042536,0.0297),(231040331,0.0325),(231042167,0.0244),(232029439,0.0209),(231040896,0.0265),(231042090,0.0279),(232030967,0.0279),(232031261,0.0207),(231042355,0.0254),(232027856,0.0168),(232028941,0.0176),(232027784,0.0125),(232029453,0.0170),(231041660,0.0161),(231042651,0.0086),(231040471,0.0091),(232028895,0.0129),(231043589,0.0094),(231045305,0.0108),(248016771,0.0049),(400000963,0.0068),(244070873,0.0073),(231044161,0.0076),(242109280,0.0043),(242108581,0.0020),(232029239,0.0022),(231039782,0.0012),(232028125,0.0005),(232031708,0.0002),(232030832,0.0000),(232031462,0.0000)];[(232029097,0.2925),(231045084,0.1199),(231040268,0.1105),(231040944,0.1357),(231043337,0.0554)]
2;1;HIGHEST_EXPECTED_VALUE;[(231040885,0.4742),(231042215,0.2269),(231043437,0.1665),(232028020,0.2414),(232030178,0.1279),(231045339,0.0711),(231043980,0.0989),(232029165,0.1287),(231041994,0.0595),(231040918,0.1014),(231043831,0.0716),(231043125,0.0794),(231044735,0.0936),(232029933,0.0435),(232031465,0.0506),(400009319,0.0559),(232027713,0.0440),(231043650,0.0357),(231042916,0.0308),(232028860,0.0330),(231043228,0.0266),(231043797,0.0289),(231040297,0.0175),(231040536,0.0288),(232030883,0.0327),(231041037,0.0145),(232030012,0.0223),(231044782,0.0192),(232028910,0.0198),(232027451,0.0211),(231042790,0.0206),(231041288,0.0166),(232029920,0.0150),(232028052,0.0123),(232030873,0.0092),(231043923,0.0096),(232030987,0.0066),(244068568,0.0059),(231041102,0.0060),(231040026,0.0050),(231042457,0.0025),(231039687,0.0030),(232030181,0.0036),(232028097,0.0027),(232030404,0.0016),(281000964,0.0008),(232028192,0.0007),(232028908,0.0011),(232029148,0.0007),(232031462,0.0000)];[(231040885,0.4742),(231042215,0.2269),(231043437,0.1665),(232028020,0.2414),(232030178,0.1279)]
2;2;HIGHEST_EXPECTED_VALUE;[(231041636,0.2277),(232029817,0.3207),(231042223,0.1068),(232028293,0.1422),(231039910,0.0769),(232028602,0.0747),(231039836,0.0573),(231045030,0.0636),(232028009,0.0320),(231041731,0.0524),(232027511,0.0321),(242109333,0.0494),(231042257,0.0381),(231040376,0.0365),(231043841,0.0299),(231041174,0.0361),(232029530,0.0236),(231045538,0.0299),(231042736,0.0307),(231042725,0.0267),(232027967,0.0274),(232030956,0.0185),(231040532,0.0123),(232027483,0.0129),(231040967,0.0106),(232029760,0.0174),(232027832,0.0137),(231042639,0.0151),(232031232,0.0173),(232028726,0.0092),(232027872,0.0075),(232030152,0.0048),(232031969,0.0058),(232030899,0.0070),(242002671,0.0029),(231039869,0.0052),(232031069,0.0032),(232029588,0.0033),(231040046,0.0019),(232027909,0.0016),(400007099,0.0019),(291033928,0.0015),(286016808,0.0007),(232031233,0.0006),(232032432,0.0004),(232028595,0.0000),(232031913,0.0000),(232028876,0.0000),(231040013,0.0000),(232030440,0.0000)];[(231041636,0.2277),(232029817,0.3207),(231042223,0.1068),(232028293,0.1422),(231039910,0.0769)]
2;3;HIGHEST_EXPECTED_VALUE;[(231040287,0.5765),(231040961,0.2381),(231040991,0.0916),(232027758,0.0854),(261002053,0.0787),(231041876,0.0948),(231040204,0.0401),(231040768,0.0696),(232027975,0.0332),(231044285,0.0524),(232031330,0.0295),(231041500,0.0380),(231043342,0.0307),(232028600,0.0293),(231040300,0.0362),(400001741,0.0284),(232027831,0.0213),(231040896,0.0312),(231044353,0.0302),(231043289,0.0197),(231044196,0.0280),(231042315,0.0196),(231042875,0.0233),(231042467,0.0170),(231042452,0.0142),(231039930,0.0200),(231043698,0.0182),(231040766,0.0148),(232027591,0.0115),(232029836,0.0086),(231042275,0.0079),(232031388,0.0122),(232027822,0.0088),(232027678,0.0078),(232029998,0.0056),(231039881,0.0044),(248015556,0.0028),(232029990,0.0033),(232031051,0.0035),(232029443,0.0029),(232028606,0.0025),(232028214,0.0017),(231044820,0.0011),(232030411,0.0006),(231044046,0.0005),(281000673,0.0001),(232031032,0.0000),(231041477,0.0000),(232031165,0.0000)];[(231040287,0.5765),(231040961,0.2381),(231040991,0.0916),(232027758,0.0854),(261002053,0.0787)]
2;4;HIGHEST_EXPECTED_VALUE;[(231039731,0.2772),(231043326,0.1172),(231045418,0.1114),(231039797,0.0626),(232028811,0.0642),(232028643,0.0732),(231042055,0.0744),(231040658,0.1129),(231041589,0.1040),(231043991,0.0585),(231040573,0.0463),(231040332,0.0295),(232027789,0.0457),(232031207,0.0328),(231044792,0.0296),(231040344,0.0192),(231040765,0.0193),(231044848,0.0303),(231041036,0.0208),(232028425,0.0204),(231041210,0.0141),(232028528,0.0156),(232027512,0.0151),(400008448,0.0170),(231040123,0.0218),(242109583,0.0143),(232027665,0.0116),(231045305,0.0105),(400000398,0.0115),(232027472,0.0068),(231041400,0.0097),(232030255,0.0097),(232029874,0.0077),(232030417,0.0060),(232028496,0.0038),(232032434,0.0046),(232030560,0.0048),(232032425,0.0032),(232030401,0.0023),(232031478,0.0032),(231041372,0.0020),(235813456,0.0016),(232030501,0.0022),(400007059,0.0018),(232031835,0.0007),(232030575,0.0000),(232030517,0.0000),(231043443,0.0000),(232030706,0.0000)];[(231039731,0.2772),(231043326,0.1172),(231045418,0.1114),(231039797,0.0626)]
2;5;HIGHEST_EXPECTED_VALUE;[(231043434,0.1875),(231041128,0.2131),(231044700,0.2057),(231041434,0.1537),(231041884,0.1303),(231041049,0.0939),(232030185,0.0655),(231043143,0.0412),(400010030,0.0589),(231045232,0.0589),(232027806,0.0517),(232028708,0.0369),(231041165,0.0242),(231040570,0.0242),(232027609,0.0409),(231043566,0.0191),(232031101,0.0289),(232030481,0.0209),(231041826,0.0239),(231044838,0.0205),(231041243,0.0257),(231045422,0.0128),(232029232,0.0152),(261001883,0.0136),(232028566,0.0142),(232032453,0.0123),(232028859,0.0107),(231041843,0.0100),(232029479,0.0092),(232029077,0.0151),(231041104,0.0085),(232031106,0.0072),(231042701,0.0087),(232030731,0.0039),(281000967,0.0078),(231041526,0.0047),(231040849,0.0065),(232031498,0.0036),(232032736,0.0049),(286018924,0.0049),(232029588,0.0020),(232030860,0.0028),(400007044,0.0023),(231041299,0.0015),(231042374,0.0016),(231040275,0.0005),(232027654,0.0000),(232032662,0.0000),(232028970,0.0000),(232029807,0.0000)];[(231043434,0.1875),(231041128,0.2131),(231044700,0.2057),(231041434,0.1537),(231041884,0.1303)]
2;6;HIGHEST_EXPECTED_VALUE;[(231041634,0.6386),(232028993,0.0871),(232029285,0.0589),(231041056,0.0457),(231043314,0.0659),(231044057,0.0485),(231039728,0.0551),(231040284,0.0475),(231041560,0.0263),(231042588,0.0267),(232029007,0.0293),(231044741,0.0291),(231040950,0.0227),(232028497,0.0182),(232029212,0.0255),(231041542,0.0165),(232030220,0.0151),(232028953,0.0166),(232030635,0.0162),(231041127,0.0125),(232028717,0.0115),(231042281,0.0110),(232027697,0.0116),(231040478,0.0098),(248018134,0.0156),(232027591,0.0124),(232029412,0.0062),(232031621,0.0094),(231041236,0.0074),(232030513,0.0076),(232028735,0.0089),(232028259,0.0084),(231041443,0.0082),(232031229,0.0060),(232029158,0.0071),(232030110,0.0042),(232028862,0.0059),(231042708,0.0035),(239014743,0.0029),(232029089,0.0047),(239016104,0.0026),(231043051,0.0041),(231040601,0.0015),(231040953,0.0014),(232028302,0.0005),(232032229,0.0000),(232028876,0.0000),(232027682,0.0000),(232030127,0.0000),(400004339,0.0000)];[(231041634,0.6386),(232028993,0.0871),(232029285,0.0589),(231041056,0.0457),(231043314,0.0659)]
2;7;HIGHEST_EXPECTED_VALUE;[(231042798,0.3986),(231042204,0.3987),(231040336,0.2160),(232029005,0.2699),(232028015,0.0821),(232028438,0.1060),(232029285,0.0692),(231039900,0.0753),(231043599,0.0886),(232028933,0.0589),(231040728,0.0661),(231043052,0.0615),(231040573,0.0425),(231040724,0.0303),(232030317,0.0519),(244070807,0.0520),(231044558,0.0285),(232029020,0.0439),(231042476,0.0213),(231040699,0.0252),(232029049,0.0169),(231040686,0.0295),(232030351,0.0294),(231039706,0.0299),(231042278,0.0226),(232030258,0.0134),(231042421,0.0175),(231042535,0.0212),(232028439,0.0168),(231041534,0.0212),(232027521,0.0159),(232028859,0.0155),(231040611,0.0111),(232028727,0.0115),(232027876,0.0078),(232027574,0.0056),(297103102,0.0064),(231039955,0.0076),(242002894,0.0043),(232027606,0.0059),(232028194,0.0056),(242109280,0.0047),(245018577,0.0042),(231043610,0.0030),(231040614,0.0033),(232027991,0.0014),(232029566,0.0008),(232032552,0.0006),(231040001,0.0000)];[(231042798,0.3986),(231042204,0.3987),(231040336,0.2160),(232029005,0.2699),(232028015,0.0821)]
2;8;HIGHEST_EXPECTED_VALUE;[(231041868,0.2938),(231040389,0.2692),(231040097,0.2488),(231045784,0.1978),(231043275,0.1491),(231042363,0.2010),(231039870,0.1926),(231040326,0.0980),(231040141,0.0980),(231042143,0.0450),(231043744,0.0385),(232029700,0.0455),(231041208,0.0345),(231045741,0.0308),(231044465,0.0412),(232027831,0.0255),(231042743,0.0166),(232027504,0.0271),(232027816,0.0147),(232029386,0.0144),(232030959,0.0112),(232030558,0.0133),(231040317,0.0144),(232029425,0.0121),(231042678,0.0201),(231041409,0.0117),(297102953,0.0089),(232030269,0.0086),(232031747,0.0097),(232029557,0.0048),(231041400,0.0054),(232027937,0.0059),(231043209,0.0061),(231044757,0.0039),(232027954,0.0029),(232028098,0.0028),(231045091,0.0015),(232029414,0.0012),(232029046,0.0013),(400008813,0.0008),(231045070,0.0005),(232027906,0.0006),(232031734,0.0003),(232028826,0.0004),(232027698,0.0002),(231039698,0.0000),(400004993,0.0000),(232027707,0.0000),(232032426,0.0000)];[(231041868,0.2938),(231040389,0.2692),(231040097,0.2488),(231045784,0.1978),(231043275,0.1491)]
