=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;LARGEST_MAGNITUDE;0.2;165.0;349.0;156.0;38.325855;7.665173;340.0
1;1.0;LARGEST_MAGNITUDE;0.2;156.0;321.0;174.0;28.727251;5.7454505;339.0
2;1.0;LARGEST_MAGNITUDE;0.2;171.0;328.0;184.0;38.018127;7.603624;341.0
3;1.0;LARGEST_MAGNITUDE;0.2;178.0;323.0;179.0;35.274944;7.05499;324.0
4;1.0;LARGEST_MAGNITUDE;0.2;178.0;327.0;180.0;31.559076;6.311815;329.0
5;1.0;LARGEST_MAGNITUDE;0.2;168.0;331.0;177.0;31.349537;6.269908;340.0
6;1.0;LARGEST_MAGNITUDE;0.2;178.0;325.0;165.0;31.76098;6.3521967;312.0
7;1.0;LARGEST_MAGNITUDE;0.2;164.0;331.0;154.0;37.851036;7.5702057;321.0
8;1.0;LARGEST_MAGNITUDE;0.2;186.0;300.0;180.0;36.64145;7.32829;294.0
9;1.0;LARGEST_MAGNITUDE;0.2;159.0;306.0;149.0;33.64791;6.7295823;296.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;LARGEST_MAGNITUDE;0.2;165.0;349.0;156.0;38.325855;7.665173;340.0
1;1.0;LARGEST_MAGNITUDE;0.2;156.0;321.0;174.0;28.727251;5.7454505;339.0
2;1.0;LARGEST_MAGNITUDE;0.2;171.0;328.0;184.0;38.018127;7.603624;341.0
3;1.0;LARGEST_MAGNITUDE;0.2;178.0;323.0;179.0;35.274944;7.05499;324.0
4;1.0;LARGEST_MAGNITUDE;0.2;178.0;327.0;180.0;31.559076;6.311815;329.0
5;1.0;LARGEST_MAGNITUDE;0.2;168.0;331.0;177.0;31.349537;6.269908;340.0
6;1.0;LARGEST_MAGNITUDE;0.2;178.0;325.0;165.0;31.76098;6.3521967;312.0
7;1.0;LARGEST_MAGNITUDE;0.2;164.0;331.0;154.0;37.851036;7.5702057;321.0
8;1.0;LARGEST_MAGNITUDE;0.2;186.0;300.0;180.0;36.64145;7.32829;294.0
9;1.0;LARGEST_MAGNITUDE;0.2;159.0;306.0;149.0;33.64791;6.7295823;296.0

0;0;LARGEST_MAGNITUDE;[];[]
3;3;LARGEST_MAGNITUDE;[(231041886,0.5341),(231040058,0.2652),(231039742,0.1935),(232029285,0.1853),(231039874,0.1756),(232028274,0.1577),(231041370,0.1039),(232029691,0.0907),(231043924,0.0806),(231040409,0.0734),(231041693,0.0502),(231042855,0.0502),(231044692,0.0394),(232030956,0.0343),(232032454,0.0323),(231041967,0.0323),(232029185,0.0323),(231044394,0.0323),(232029422,0.0323),(231043046,0.0323),(232029880,0.0323),(231041696,0.0323),(232027689,0.0272),(232029725,0.0257),(232029191,0.0251),(232030631,0.0230),(232031218,0.0215),(235814707,0.0201),(232030907,0.0201),(232030249,0.0173),(232027611,0.0172),(232031507,0.0157),(231040257,0.0143),(232027658,0.0143),(231045001,0.0130),(232031067,0.0111),(232028436,0.0106),(231043252,0.0103),(232029757,0.0077),(231041862,0.0072),(239016104,0.0069),(232029477,0.0069),(232029414,0.0027),(232028908,0.0018),(232031456,0.0014),(232029647,0.0009),(231042133,0.0000),(232031874,0.0000),(231041477,0.0000)];[(231041886,0.5341),(231040058,0.2652),(231039742,0.1935),(232029285,0.1853),(231039874,0.1756)]
3;4;LARGEST_MAGNITUDE;[(231041363,0.8925),(231039648,0.3548),(232029649,0.1039),(231041267,0.0753),(231041760,0.0753),(231039753,0.0681),(232027918,0.0609),(231039928,0.0573),(231040221,0.0502),(242002521,0.0502),(231043474,0.0470),(232029262,0.0412),(232031841,0.0406),(231040325,0.0394),(231040368,0.0323),(232029287,0.0323),(231044761,0.0323),(231039645,0.0323),(231040861,0.0323),(232029782,0.0323),(231044782,0.0323),(231040023,0.0305),(232029602,0.0301),(232031311,0.0284),(232031648,0.0254),(231041558,0.0248),(244075268,0.0220),(231041423,0.0215),(232031291,0.0215),(232028399,0.0197),(297102953,0.0195),(232029773,0.0143),(232029520,0.0114),(232029757,0.0077),(232030393,0.0058),(231040732,0.0054),(232027710,0.0039),(232027638,0.0036),(232027677,0.0034),(231045340,0.0031),(232029092,0.0030),(231042197,0.0022),(232027664,0.0021),(244075719,0.0019),(232031460,0.0014),(400008813,0.0014),(232027514,0.0000),(232031021,0.0000),(232031062,0.0000)];[(231041363,0.8925),(231039648,0.3548),(232029649,0.1039),(231041267,0.0753),(231041760,0.0753)]
3;5;LARGEST_MAGNITUDE;[(232028288,0.3548),(231040869,0.2832),(231042611,0.1756),(231042905,0.1756),(231041252,0.1398),(231043540,0.1326),(244068891,0.1007),(231041521,0.0860),(231040147,0.0800),(231041267,0.0753),(232030879,0.0700),(232030843,0.0681),(231040465,0.0681),(232027508,0.0681),(231043108,0.0681),(231042961,0.0502),(232028599,0.0502),(231040012,0.0502),(231040852,0.0455),(231043816,0.0448),(231040440,0.0430),(232027723,0.0400),(231043649,0.0394),(231043643,0.0394),(232030232,0.0362),(231040304,0.0323),(232027540,0.0323),(231039700,0.0323),(232030395,0.0323),(231043611,0.0323),(232030973,0.0279),(232029969,0.0266),(231041064,0.0251),(231042030,0.0244),(231040516,0.0244),(231045737,0.0215),(242109607,0.0211),(232029836,0.0210),(231045525,0.0210),(231041250,0.0179),(231043218,0.0179),(232029368,0.0143),(231040257,0.0143),(232031277,0.0042),(242003353,0.0039),(231041515,0.0033),(232028214,0.0026),(232029680,0.0023),(231040275,0.0011),(232031452,0.0000)];[(232028288,0.3548),(231040869,0.2832),(231042611,0.1756),(231042905,0.1756),(231041252,0.1398)]
3;6;LARGEST_MAGNITUDE;[(231042946,0.1756),(232028505,0.1756),(231043831,0.1756),(231040473,0.1756),(231044932,0.1398),(232030306,0.1326),(232032287,0.1219),(232027600,0.1218),(231039741,0.1039),(231040310,0.1039),(232028227,0.1039),(231041403,0.0868),(232031082,0.0860),(231043481,0.0681),(231043553,0.0609),(231041516,0.0573),(232030939,0.0502),(231040677,0.0502),(231045004,0.0479),(231041814,0.0466),(231045246,0.0324),(232030782,0.0323),(231042601,0.0323),(232032636,0.0323),(231043886,0.0323),(232031600,0.0323),(231041720,0.0323),(232031837,0.0292),(232028849,0.0288),(231044772,0.0251),(231039793,0.0220),(232028030,0.0193),(232031224,0.0181),(232030526,0.0179),(231040050,0.0143),(232029294,0.0134),(231041417,0.0118),(232028768,0.0113),(232032448,0.0104),(232029879,0.0101),(232028284,0.0075),(400000481,0.0073),(232028942,0.0031),(232029433,0.0017),(231040441,0.0014),(231045817,0.0012),(400001847,0.0000),(231041071,0.0000),(232027895,0.0000),(242108281,0.0000)];[(231042946,0.1756),(232028505,0.1756),(231043831,0.1756),(231040473,0.1756),(231044932,0.1398)]
3;7;LARGEST_MAGNITUDE;[(231040354,1.0000),(232032144,0.4703),(227001112,0.2832),(231039964,0.1979),(232028573,0.1756),(231042103,0.1756),(231040970,0.1756),(232031593,0.1756),(231044925,0.1398),(232030660,0.1131),(231041022,0.1039),(231043133,0.0860),(231040882,0.0860),(231043653,0.0717),(231041019,0.0681),(231043587,0.0681),(231041656,0.0609),(231044814,0.0502),(231040490,0.0502),(232029963,0.0323),(231042359,0.0323),(232027732,0.0319),(232028842,0.0316),(232030828,0.0316),(232032087,0.0281),(231039669,0.0278),(231041135,0.0251),(232030391,0.0251),(242109102,0.0250),(231042513,0.0222),(232030825,0.0185),(231042318,0.0179),(232027636,0.0169),(231044215,0.0143),(231041345,0.0143),(232028185,0.0143),(248016484,0.0060),(232031228,0.0059),(231045283,0.0054),(232030643,0.0054),(232029357,0.0046),(242003866,0.0046),(242002703,0.0026),(232030795,0.0024),(232030411,0.0018),(232027656,0.0003),(231041479,0.0000),(232030910,0.0000),(400002804,0.0000)];[(231040354,1.0000),(232032144,0.4703),(227001112,0.2832),(231039964,0.1979),(232028573,0.1756)]
3;8;LARGEST_MAGNITUDE;[(231044603,0.2787),(232032044,0.2473),(231041351,0.2115),(231041543,0.1935),(231044635,0.1756),(231042700,0.1219),(231044411,0.1219),(265000725,0.1092),(231041648,0.1004),(232027473,0.0860),(232031270,0.0785),(231043744,0.0777),(232029694,0.0734),(231041481,0.0681),(231043114,0.0502),(232031480,0.0502),(231041103,0.0502),(231039706,0.0466),(231044692,0.0394),(239015555,0.0347),(232028076,0.0323),(231040422,0.0323),(231039898,0.0323),(242107669,0.0323),(231042030,0.0244),(232028007,0.0233),(232028494,0.0216),(232028885,0.0215),(232031406,0.0215),(231041020,0.0199),(232030825,0.0185),(232028253,0.0143),(232031754,0.0127),(232030072,0.0124),(232027606,0.0108),(232030118,0.0094),(232029923,0.0087),(232032256,0.0071),(400007935,0.0055),(232027913,0.0054),(232032321,0.0026),(232029055,0.0024),(232028322,0.0023),(232032377,0.0019),(281000675,0.0014),(232032155,0.0002),(232028972,0.0000),(231043656,0.0000),(231040956,0.0000),(400004339,0.0000)];[(231044603,0.2787),(232032044,0.2473),(231041351,0.2115),(231041543,0.1935),(231044635,0.1756)]
3;9;LARGEST_MAGNITUDE;[(232029025,0.4112),(400005739,0.2473),(232032641,0.1756),(231040093,0.1756),(231041871,0.1398),(232030240,0.1398),(231040751,0.1111),(231043310,0.1111),(231043459,0.0994),(232031236,0.0781),(232029826,0.0681),(231043578,0.0609),(232031213,0.0581),(231040132,0.0573),(231043035,0.0538),(231044438,0.0502),(231040340,0.0502),(232029560,0.0502),(231042155,0.0502),(232031757,0.0498),(232027816,0.0396),(231043247,0.0323),(231042557,0.0323),(231042447,0.0323),(231040795,0.0287),(232029920,0.0244),(231044308,0.0239),(232027855,0.0228),(232027865,0.0208),(231043589,0.0201),(231044017,0.0158),(232028013,0.0143),(232029784,0.0143),(232029571,0.0143),(231043646,0.0143),(232027937,0.0143),(232028447,0.0134),(232028414,0.0103),(232030333,0.0102),(231040005,0.0100),(232031568,0.0075),(232028693,0.0063),(232030320,0.0053),(232030864,0.0039),(232028523,0.0025),(242002673,0.0025),(231040920,0.0022),(232027656,0.0003),(231043183,0.0000),(232029888,0.0000)];[(232029025,0.4112),(400005739,0.2473),(232032641,0.1756),(231040093,0.1756),(231041871,0.1398)]
4;0;LARGEST_MAGNITUDE;[(231040885,0.8925),(231039960,0.3548),(232029285,0.1853),(231042031,0.1756),(232027450,0.1756),(231045427,0.1756),(231040747,0.1398),(231044656,0.1398),(231040913,0.1254),(231041192,0.1219),(231044222,0.1039),(231042357,0.1039),(231043347,0.1039),(231043378,0.0860),(232029671,0.0860),(232029367,0.0735),(400000360,0.0681),(231043330,0.0652),(231042869,0.0502),(232029401,0.0497),(231041613,0.0394),(232030144,0.0393),(231043725,0.0341),(231045246,0.0324),(231045452,0.0323),(231042892,0.0323),(232028859,0.0323),(231040413,0.0323),(231042000,0.0323),(232032636,0.0323),(231044000,0.0237),(231044926,0.0229),(232030526,0.0179),(231040750,0.0179),(232027886,0.0143),(231040612,0.0108),(248017847,0.0085),(232029506,0.0074),(232032225,0.0068),(400010219,0.0064),(232032425,0.0060),(232029847,0.0058),(232029443,0.0043),(242109207,0.0042),(232032619,0.0034),(400007856,0.0026),(232028437,0.0000),(232031062,0.0000)];[(231040885,0.8925),(231039960,0.3548),(232029285,0.1853),(231042031,0.1756),(232027450,0.1756)]
4;1;LARGEST_MAGNITUDE;[(231043223,0.1398),(232030288,0.1060),(231041475,0.0968),(231041483,0.0968),(232029671,0.0860),(232030317,0.0860),(231042618,0.0681),(400001489,0.0681),(231044640,0.0681),(231043312,0.0681),(231040036,0.0681),(231043375,0.0502),(231042585,0.0323),(231040859,0.0323),(232027896,0.0323),(231041952,0.0323),(231042250,0.0323),(231043077,0.0323),(231041348,0.0251),(231040986,0.0216),(231043264,0.0215),(231041849,0.0215),(232030253,0.0195),(232030429,0.0171),(242002840,0.0171),(232031507,0.0157),(231041842,0.0143),(231044608,0.0143),(231041791,0.0143),(232029294,0.0134),(232027963,0.0121),(232027778,0.0115),(231045039,0.0079),(231041286,0.0072),(232031995,0.0068),(232028000,0.0061),(232030874,0.0057),(232029039,0.0057),(232032516,0.0056),(232031420,0.0046),(232027710,0.0039),(232027847,0.0029),(232032321,0.0026),(232031735,0.0024),(232030039,0.0024),(232030622,0.0020),(232031802,0.0000),(232030538,0.0000),(232030807,0.0000)];[(231043223,0.1398),(232030288,0.1060),(231041475,0.0968),(231041483,0.0968),(232029671,0.0860)]
4;2;LARGEST_MAGNITUDE;[(231040744,0.3548),(232028020,0.3548),(231041101,0.2652),(231041153,0.1756),(231039943,0.1756),(232030998,0.1219),(231039762,0.1219),(232030923,0.1143),(232027625,0.0966),(286018636,0.0949),(231040555,0.0896),(231043483,0.0860),(236002413,0.0830),(231040753,0.0752),(231043650,0.0717),(231042033,0.0681),(231041727,0.0681),(232028810,0.0681),(232030459,0.0619),(232028082,0.0586),(232031691,0.0544),(232032530,0.0502),(232029426,0.0502),(400010993,0.0502),(231040603,0.0388),(232032636,0.0323),(231040038,0.0323),(231040059,0.0323),(232029053,0.0296),(232027829,0.0215),(231040314,0.0190),(231045831,0.0187),(231044201,0.0143),(232028185,0.0143),(232027474,0.0110),(232028457,0.0079),(232028836,0.0078),(232028820,0.0070),(242108394,0.0053),(232027909,0.0051),(232028824,0.0051),(232030345,0.0043),(232029444,0.0038),(232028335,0.0025),(231043648,0.0024),(231040921,0.0022),(232028343,0.0000),(232031163,0.0000),(231040565,0.0000),(232028904,0.0000)];[(231040744,0.3548),(232028020,0.3548),(231041101,0.2652),(231041153,0.1756),(231039943,0.1756)]
4;3;LARGEST_MAGNITUDE;[(231041886,0.5341),(231039742,0.1935),(232029285,0.1853),(231039874,0.1756),(232028274,0.1577),(231041370,0.1039),(232029691,0.0907),(231043924,0.0806),(231040409,0.0734),(231041693,0.0502),(231044692,0.0394),(232030956,0.0343),(232032454,0.0323),(231041967,0.0323),(231044130,0.0323),(232029185,0.0323),(231044394,0.0323),(232029422,0.0323),(231043046,0.0323),(232029880,0.0323),(231041696,0.0323),(232027689,0.0272),(232029725,0.0257),(232029191,0.0251),(232030631,0.0230),(232031218,0.0215),(235814707,0.0201),(232030907,0.0201),(232030249,0.0173),(232031507,0.0157),(231040257,0.0143),(232027658,0.0143),(232029300,0.0143),(231045001,0.0130),(232028436,0.0106),(231043252,0.0103),(244071419,0.0102),(232029757,0.0077),(231041862,0.0072),(239016104,0.0069),(232029477,0.0069),(232032506,0.0037),(232029414,0.0027),(232028962,0.0017),(232031456,0.0014),(232029647,0.0009),(232027895,0.0000),(231042133,0.0000),(232031874,0.0000),(231041477,0.0000)];[(231041886,0.5341),(231039742,0.1935),(232029285,0.1853),(231039874,0.1756),(232028274,0.1577)]
4;4;LARGEST_MAGNITUDE;[(231041768,0.1254),(231039753,0.0681),(231041212,0.0609),(232027918,0.0609),(231039928,0.0573),(231040221,0.0502),(242002521,0.0502),(231044741,0.0502),(231044343,0.0502),(231043474,0.0470),(232029262,0.0412),(232031841,0.0406),(231040325,0.0394),(231040368,0.0323),(232029287,0.0323),(231039645,0.0323),(232029782,0.0323),(231044782,0.0323),(231040023,0.0305),(232029602,0.0301),(232031311,0.0284),(232030850,0.0262),(232031648,0.0254),(231041558,0.0248),(232027813,0.0237),(244075268,0.0220),(232031291,0.0215),(232028399,0.0197),(297102953,0.0195),(232029773,0.0143),(232030040,0.0140),(232029520,0.0114),(232031324,0.0108),(232029757,0.0077),(232030393,0.0058),(231040732,0.0054),(232027710,0.0039),(232028535,0.0037),(232027638,0.0036),(232027677,0.0034),(231045340,0.0031),(231042197,0.0022),(232027664,0.0021),(244075719,0.0019),(232029618,0.0018),(232031460,0.0014),(400008813,0.0014),(232027514,0.0000),(232031320,0.0000),(232031021,0.0000)];[(231041768,0.1254),(231039753,0.0681),(231041212,0.0609),(232027918,0.0609),(231039928,0.0573)]
4;5;LARGEST_MAGNITUDE;[(232028288,0.3548),(231040869,0.2832),(231042611,0.1756),(231042905,0.1756),(231041252,0.1398),(231043540,0.1326),(244068891,0.1007),(231041521,0.0860),(231040147,0.0800),(231041267,0.0753),(232030879,0.0700),(232030843,0.0681),(231040465,0.0681),(232027508,0.0681),(231043108,0.0681),(231042961,0.0502),(232028599,0.0502),(231040012,0.0502),(231040852,0.0455),(231043816,0.0448),(231040440,0.0430),(232027723,0.0400),(231043649,0.0394),(231043643,0.0394),(232030232,0.0362),(231040304,0.0323),(232027540,0.0323),(231039700,0.0323),(232030395,0.0323),(231043611,0.0323),(232030973,0.0279),(232029969,0.0266),(231041064,0.0251),(231042030,0.0244),(231040516,0.0244),(231045737,0.0215),(242109607,0.0211),(232029836,0.0210),(231045525,0.0210),(231041250,0.0179),(231043218,0.0179),(232029368,0.0143),(231040257,0.0143),(232031277,0.0042),(242003353,0.0039),(231041515,0.0033),(232028214,0.0026),(232029680,0.0023),(231040275,0.0011),(232031452,0.0000)];[(232028288,0.3548),(231040869,0.2832),(231042611,0.1756),(231042905,0.1756),(231041252,0.1398)]
4;6;LARGEST_MAGNITUDE;[(231042946,0.1756),(232028505,0.1756),(231043831,0.1756),(231040473,0.1756),(231044932,0.1398),(232030306,0.1326),(232032287,0.1219),(232027600,0.1218),(231039741,0.1039),(231040310,0.1039),(232028227,0.1039),(231041403,0.0868),(232031082,0.0860),(231043481,0.0681),(231043553,0.0609),(231041516,0.0573),(232030939,0.0502),(231040677,0.0502),(231045004,0.0479),(231041814,0.0466),(231045246,0.0324),(232030782,0.0323),(231042601,0.0323),(232032636,0.0323),(231043886,0.0323),(232031600,0.0323),(231041720,0.0323),(232031837,0.0292),(232028849,0.0288),(231044772,0.0251),(231039793,0.0220),(232028030,0.0193),(232031224,0.0181),(232030526,0.0179),(231040050,0.0143),(232029294,0.0134),(231041417,0.0118),(232028768,0.0113),(232032448,0.0104),(232029879,0.0101),(232028284,0.0075),(400000481,0.0073),(232028942,0.0031),(232029433,0.0017),(231040441,0.0014),(231045817,0.0012),(400001847,0.0000),(231041071,0.0000),(232027895,0.0000),(242108281,0.0000)];[(231042946,0.1756),(232028505,0.1756),(231043831,0.1756),(231040473,0.1756),(231044932,0.1398)]
4;7;LARGEST_MAGNITUDE;[(231040354,1.0000),(232032144,0.4703),(232028573,0.1756),(231042103,0.1756),(231040970,0.1756),(232031593,0.1756),(231044925,0.1398),(231040456,0.1147),(232030660,0.1131),(231041022,0.1039),(231043133,0.0860),(231040882,0.0860),(231043924,0.0806),(231043653,0.0717),(231043587,0.0681),(231040490,0.0502),(232029963,0.0323),(231039858,0.0323),(231042359,0.0323),(232027732,0.0319),(232028842,0.0316),(232030828,0.0316),(232032087,0.0281),(231039669,0.0278),(231043492,0.0269),(231041135,0.0251),(232030391,0.0251),(231042513,0.0222),(232030825,0.0185),(231042318,0.0179),(232027636,0.0169),(231044215,0.0143),(231041345,0.0143),(232028185,0.0143),(227001150,0.0062),(248016484,0.0060),(232031228,0.0059),(242107788,0.0057),(231045283,0.0054),(232030643,0.0054),(231040046,0.0054),(232029357,0.0046),(242003866,0.0046),(242002703,0.0026),(232030795,0.0024),(232030411,0.0018),(232027656,0.0003),(231041479,0.0000),(400002804,0.0000)];[(231040354,1.0000),(232032144,0.4703),(232028573,0.1756),(231042103,0.1756),(231040970,0.1756)]
4;8;LARGEST_MAGNITUDE;[(231044603,0.2787),(232032044,0.2473),(231041351,0.2115),(231041543,0.1935),(231044635,0.1756),(231042700,0.1219),(231044411,0.1219),(265000725,0.1092),(231041648,0.1004),(232027473,0.0860),(232031270,0.0785),(231043744,0.0777),(232029694,0.0734),(231041481,0.0681),(231043114,0.0502),(232031480,0.0502),(231041103,0.0502),(231039706,0.0466),(231044692,0.0394),(239015555,0.0347),(232028076,0.0323),(231040422,0.0323),(231039898,0.0323),(242107669,0.0323),(231042030,0.0244),(232028007,0.0233),(232028494,0.0216),(232028885,0.0215),(232031406,0.0215),(231041020,0.0199),(232030825,0.0185),(232028253,0.0143),(232031754,0.0127),(232030072,0.0124),(232027606,0.0108),(232030118,0.0094),(232029923,0.0087),(232032256,0.0071),(400007935,0.0055),(232027913,0.0054),(232032321,0.0026),(232029055,0.0024),(232028322,0.0023),(232032377,0.0019),(281000675,0.0014),(232032155,0.0002),(232028972,0.0000),(231043656,0.0000),(231040956,0.0000),(400004339,0.0000)];[(231044603,0.2787),(232032044,0.2473),(231041351,0.2115),(231041543,0.1935),(231044635,0.1756)]
4;9;LARGEST_MAGNITUDE;[(232029025,0.4112),(400005739,0.2473),(232032641,0.1756),(231040093,0.1756),(231041871,0.1398),(232030240,0.1398),(231040751,0.1111),(231043310,0.1111),(231043459,0.0994),(232031236,0.0781),(232029826,0.0681),(231043578,0.0609),(232031213,0.0581),(231040132,0.0573),(231043035,0.0538),(231044438,0.0502),(231040340,0.0502),(232029560,0.0502),(231042155,0.0502),(232031757,0.0498),(232027816,0.0396),(231043247,0.0323),(231042557,0.0323),(231042447,0.0323),(231040795,0.0287),(232029920,0.0244),(231044308,0.0239),(232027855,0.0228),(232027865,0.0208),(231043589,0.0201),(231044017,0.0158),(232028013,0.0143),(232029784,0.0143),(232029571,0.0143),(231043646,0.0143),(232027937,0.0143),(232028447,0.0134),(232028414,0.0103),(232030333,0.0102),(231040005,0.0100),(232031568,0.0075),(232028693,0.0063),(232030320,0.0053),(232030864,0.0039),(232028523,0.0025),(242002673,0.0025),(231040920,0.0022),(232027656,0.0003),(231043183,0.0000),(232029888,0.0000)];[(232029025,0.4112),(400005739,0.2473),(232032641,0.1756),(231040093,0.1756),(231041871,0.1398)]
5;0;LARGEST_MAGNITUDE;[(231040885,0.8925),(231039960,0.3548),(231045427,0.1756),(231040370,0.1613),(231044656,0.1398),(231040913,0.1254),(231041192,0.1219),(231044222,0.1039),(231042357,0.1039),(231043347,0.1039),(231043378,0.0860),(232029671,0.0860),(232029367,0.0735),(231040431,0.0681),(231043330,0.0652),(231041036,0.0502),(231042869,0.0502),(231041951,0.0502),(232029401,0.0497),(231040241,0.0432),(231041613,0.0394),(232030144,0.0393),(232027753,0.0358),(231043725,0.0341),(231045246,0.0324),(231042892,0.0323),(232028859,0.0323),(231040413,0.0323),(231042000,0.0323),(232032636,0.0323),(231044000,0.0237),(231044926,0.0229),(232030526,0.0179),(231040750,0.0179),(231042640,0.0175),(242003611,0.0170),(231040612,0.0108),(248017847,0.0085),(232029506,0.0074),(232032225,0.0068),(400010219,0.0064),(232029847,0.0058),(232029443,0.0043),(242109207,0.0042),(232032619,0.0034),(400007856,0.0026),(232028437,0.0000),(232028242,0.0000)];[(231040885,0.8925),(231039960,0.3548),(231045427,0.1756),(231040370,0.1613),(231044656,0.1398)]
5;1;LARGEST_MAGNITUDE;[(231043223,0.1398),(232030288,0.1060),(231041475,0.0968),(231041483,0.0968),(232029671,0.0860),(232030317,0.0860),(231042618,0.0681),(400001489,0.0681),(231044640,0.0681),(231043312,0.0681),(231040036,0.0681),(231043375,0.0502),(231042585,0.0323),(231040859,0.0323),(232027896,0.0323),(231041952,0.0323),(231042250,0.0323),(231043077,0.0323),(231041348,0.0251),(231040986,0.0216),(231043264,0.0215),(231041849,0.0215),(232030253,0.0195),(232030429,0.0171),(242002840,0.0171),(232031507,0.0157),(231041842,0.0143),(231044608,0.0143),(231041791,0.0143),(232029294,0.0134),(232027963,0.0121),(232027778,0.0115),(231045039,0.0079),(231041286,0.0072),(232031995,0.0068),(232028000,0.0061),(232030874,0.0057),(232029039,0.0057),(232032516,0.0056),(232031420,0.0046),(232027710,0.0039),(232027847,0.0029),(232032321,0.0026),(232031735,0.0024),(232030039,0.0024),(232030622,0.0020),(232031802,0.0000),(232030538,0.0000),(232030807,0.0000)];[(231043223,0.1398),(232030288,0.1060),(231041475,0.0968),(231041483,0.0968),(232029671,0.0860)]
5;2;LARGEST_MAGNITUDE;[(231040744,0.3548),(232028020,0.3548),(231041101,0.2652),(231041153,0.1756),(231039943,0.1756),(232030998,0.1219),(231039762,0.1219),(232030923,0.1143),(232027625,0.0966),(286018636,0.0949),(231040555,0.0896),(231043483,0.0860),(236002413,0.0830),(231040753,0.0752),(231043650,0.0717),(231042033,0.0681),(231041727,0.0681),(232028810,0.0681),(232030459,0.0619),(232028082,0.0586),(232031691,0.0544),(232032530,0.0502),(232029426,0.0502),(400010993,0.0502),(231040603,0.0388),(232032636,0.0323),(231040038,0.0323),(231040059,0.0323),(232029053,0.0296),(232027829,0.0215),(231040314,0.0190),(231045831,0.0187),(231044201,0.0143),(232028185,0.0143),(232027474,0.0110),(232028457,0.0079),(232028836,0.0078),(232028820,0.0070),(242108394,0.0053),(232027909,0.0051),(232028824,0.0051),(232030345,0.0043),(232029444,0.0038),(232028335,0.0025),(231043648,0.0024),(231040921,0.0022),(232028343,0.0000),(232031163,0.0000),(231040565,0.0000),(232028904,0.0000)];[(231040744,0.3548),(232028020,0.3548),(231041101,0.2652),(231041153,0.1756),(231039943,0.1756)]
5;3;LARGEST_MAGNITUDE;[(231041886,0.5341),(231039742,0.1935),(232029285,0.1853),(231039874,0.1756),(232028274,0.1577),(231041370,0.1039),(232029691,0.0907),(231043924,0.0806),(231040409,0.0734),(231041693,0.0502),(231044692,0.0394),(232030956,0.0343),(232032454,0.0323),(231041967,0.0323),(231044130,0.0323),(232029185,0.0323),(231044394,0.0323),(232029422,0.0323),(231043046,0.0323),(232029880,0.0323),(231041696,0.0323),(232027689,0.0272),(232029725,0.0257),(232029191,0.0251),(232030631,0.0230),(232031218,0.0215),(235814707,0.0201),(232030907,0.0201),(232030249,0.0173),(232031507,0.0157),(231040257,0.0143),(232027658,0.0143),(232029300,0.0143),(231045001,0.0130),(232028436,0.0106),(231043252,0.0103),(244071419,0.0102),(232029757,0.0077),(231041862,0.0072),(239016104,0.0069),(232029477,0.0069),(232032506,0.0037),(232029414,0.0027),(232028962,0.0017),(232031456,0.0014),(232029647,0.0009),(232027895,0.0000),(231042133,0.0000),(232031874,0.0000),(231041477,0.0000)];[(231041886,0.5341),(231039742,0.1935),(232029285,0.1853),(231039874,0.1756),(232028274,0.1577)]
5;4;LARGEST_MAGNITUDE;[(231041768,0.1254),(231039753,0.0681),(231041212,0.0609),(232027918,0.0609),(231039928,0.0573),(231040221,0.0502),(242002521,0.0502),(231044741,0.0502),(231044343,0.0502),(231043474,0.0470),(232029262,0.0412),(232031841,0.0406),(231040325,0.0394),(231040368,0.0323),(232029287,0.0323),(231039645,0.0323),(232029782,0.0323),(231044782,0.0323),(231040023,0.0305),(232029602,0.0301),(232031311,0.0284),(232030850,0.0262),(232031648,0.0254),(231041558,0.0248),(232027813,0.0237),(244075268,0.0220),(232031291,0.0215),(232028399,0.0197),(297102953,0.0195),(232029773,0.0143),(232030040,0.0140),(232029520,0.0114),(232031324,0.0108),(232029757,0.0077),(232030393,0.0058),(231040732,0.0054),(232027710,0.0039),(232028535,0.0037),(232027638,0.0036),(232027677,0.0034),(231045340,0.0031),(231042197,0.0022),(232027664,0.0021),(244075719,0.0019),(232029618,0.0018),(232031460,0.0014),(400008813,0.0014),(232027514,0.0000),(232031320,0.0000),(232031021,0.0000)];[(231041768,0.1254),(231039753,0.0681),(231041212,0.0609),(232027918,0.0609),(231039928,0.0573)]
